120050036, 2, 0, 0, 5, 0, CC
120050037, 3, 0, 0, 12, 4, CD
120050034, 2, 0, 0, 17, 2, BB
120050035, 0, 0, 0, 14, 1, BB
144054001, 1, 0, 1, 8, 0, BC
120050038, 2, 1, 0, 12, 3, AB
120050039, 4, 0, 1, 11, 3, BB
143059010, 1, 0, 0, 5, 0, AA
143050014, 3, 0, 0, 8, 0, BB
143050068, 2, 0, 3, 13, 0, CC
143050069, 1, 0, 0, 21, 0, BC
143050065, 2, 0, 3, 19, 0, AB
143050066, 2, 0, 0, 6, 0, CD
143050060, 4, 0, 1, 15, 0, BC
143050062, 3, 0, 0, 9, 0, AA
143050063, 2, 0, 1, 6, 0, AB
123079017, 3, 0, 0, 10, 0, BB
143059011, 4, 0, 1, 8, 0, CC
120110031, 7, 0, 1, 14, 4, AB
143050098, 1, 0, 0, 3, 0, FR
120050007, 3, 1, 1, 5, 2, AB
120050006, 2, 2, 0, 14, 3, AA
120050005, 5, 1, 0, 21, 3, AA
120050004, 2, 0, 0, 10, 3, AA
120050003, 1, 0, 0, 7, 1, CC
120050002, 1, 0, 0, 21, 3, AB
120050001, 2, 0, 0, 13, 1, BB
120050009, 3, 0, 0, 27, 5, AB
120050008, 3, 1, 2, 23, 1, CC
143050091, 5, 0, 0, 8, 0, BB
143050090, 0, 0, 0, 13, 0, BC
143050093, 0, 0, 1, 11, 0, BC
143050083, 3, 0, 0, 15, 0, BC
143050094, 1, 0, 0, 12, 0, CC
143050097, 3, 0, 0, 18, 0, CC
133050097, 0, 0, 0, 1, 0, DD
120050087, 4, 1, 0, 9, 2, AB
120050086, 5, 1, 1, 20, 4, AA
120050085, 5, 0, 1, 20, 2, BB
120050084, 2, 0, 0, 21, 3, BC
120050083, 2, 2, 2, 10, 2, CC
120050082, 1, 1, 1, 13, 4, AB
120050081, 3, 0, 0, 18, 2, BB
12D070012, 2, 0, 1, 20, 4, AA
143050019, 0, 0, 1, 3, 0, AB
143050018, 2, 0, 0, 5, 0, BB
143050026, 2, 0, 0, 9, 0, AA
143050099, 3, 0, 0, 14, 0, CC
143050013, 1, 0, 0, 13, 0, BC
143050012, 0, 0, 0, 17, 0, CD
143050015, 2, 0, 0, 8, 0, AB
143050101, 6, 0, 0, 11, 0, BB
143050017, 0, 0, 2, 5, 0, BB
143050016, 1, 0, 0, 8, 0, BC
143050100, 1, 0, 1, 15, 0, CD
120050080, 9, 0, 0, 15, 1, DD
